id,section,question,answer,readability_new,relevancy_q_new,relevancy_a_new
459,"maie sighed. she knew well that her husband was right, but she could notgive up the idea of a cow. the buttermilk no longer tasted as good asusual in the coffee; she thought of sweet cream and fresh butter, and ofhow there was nothing in the world to be compared with them.one day as matte and his wife were cleaning herring on the shore theyheard prince barking, and soon there appeared a gaily painted boat withthree young men in it, steering towards the rock. they were students, ona boating excursion, and wanted to get something to eat.'bring us a junket, good mother,' cried they to maie.'ah! if only i had such a thing!' sighed maie.'a can of fresh milk, then,' said the students; 'but it must not beskim.''yes, if only i had it!' sighed the old woman, still more deeply.'what! haven't you got a cow?' .",what did the three young men ask for ?,a junket .,4,5,4
460,"maie sighed. she knew well that her husband was right, but she could notgive up the idea of a cow. the buttermilk no longer tasted as good asusual in the coffee; she thought of sweet cream and fresh butter, and ofhow there was nothing in the world to be compared with them.one day as matte and his wife were cleaning herring on the shore theyheard prince barking, and soon there appeared a gaily painted boat withthree young men in it, steering towards the rock. they were students, ona boating excursion, and wanted to get something to eat.'bring us a junket, good mother,' cried they to maie.'ah! if only i had such a thing!' sighed maie.'a can of fresh milk, then,' said the students; 'but it must not beskim.''yes, if only i had it!' sighed the old woman, still more deeply.'what! haven't you got a cow?' .",what did matte hear on the shore?,prince barking.,4,5,5
461,"maie sighed. she knew well that her husband was right, but she could notgive up the idea of a cow. the buttermilk no longer tasted as good asusual in the coffee; she thought of sweet cream and fresh butter, and ofhow there was nothing in the world to be compared with them.one day as matte and his wife were cleaning herring on the shore theyheard prince barking, and soon there appeared a gaily painted boat withthree young men in it, steering towards the rock. they were students, ona boating excursion, and wanted to get something to eat.'bring us a junket, good mother,' cried they to maie.'ah! if only i had such a thing!' sighed maie.'a can of fresh milk, then,' said the students; 'but it must not beskim.''yes, if only i had it!' sighed the old woman, still more deeply.'what! haven't you got a cow?' .",what did maie think of when she thought of buttermilk?,sweet cream and fresh butter.,4,5,5
462,"maie sighed. she knew well that her husband was right, but she could notgive up the idea of a cow. the buttermilk no longer tasted as good asusual in the coffee; she thought of sweet cream and fresh butter, and ofhow there was nothing in the world to be compared with them.one day as matte and his wife were cleaning herring on the shore theyheard prince barking, and soon there appeared a gaily painted boat withthree young men in it, steering towards the rock. they were students, ona boating excursion, and wanted to get something to eat.'bring us a junket, good mother,' cried they to maie.'ah! if only i had such a thing!' sighed maie.'a can of fresh milk, then,' said the students; 'but it must not beskim.''yes, if only i had it!' sighed the old woman, still more deeply.'what! haven't you got a cow?' .",what kind of milk did maie use in her coffee?,buttermilk.,4,5,5
463,"maie sighed. she knew well that her husband was right, but she could notgive up the idea of a cow. the buttermilk no longer tasted as good asusual in the coffee; she thought of sweet cream and fresh butter, and ofhow there was nothing in the world to be compared with them.one day as matte and his wife were cleaning herring on the shore theyheard prince barking, and soon there appeared a gaily painted boat withthree young men in it, steering towards the rock. they were students, ona boating excursion, and wanted to get something to eat.'bring us a junket, good mother,' cried they to maie.'ah! if only i had such a thing!' sighed maie.'a can of fresh milk, then,' said the students; 'but it must not beskim.''yes, if only i had it!' sighed the old woman, still more deeply.'what! haven't you got a cow?' .",why did the three young men want a junket?,they wanted to get something to eat.,5,5,5
464,"maie sighed. she knew well that her husband was right, but she could notgive up the idea of a cow. the buttermilk no longer tasted as good asusual in the coffee; she thought of sweet cream and fresh butter, and ofhow there was nothing in the world to be compared with them.one day as matte and his wife were cleaning herring on the shore theyheard prince barking, and soon there appeared a gaily painted boat withthree young men in it, steering towards the rock. they were students, ona boating excursion, and wanted to get something to eat.'bring us a junket, good mother,' cried they to maie.'ah! if only i had such a thing!' sighed maie.'a can of fresh milk, then,' said the students; 'but it must not beskim.''yes, if only i had it!' sighed the old woman, still more deeply.'what! haven't you got a cow?' .",why did maie not give up the idea of a cow?,she knew well that her husband was right.,5,5,1
465,"maie sighed. she knew well that her husband was right, but she could notgive up the idea of a cow. the buttermilk no longer tasted as good asusual in the coffee; she thought of sweet cream and fresh butter, and ofhow there was nothing in the world to be compared with them.one day as matte and his wife were cleaning herring on the shore theyheard prince barking, and soon there appeared a gaily painted boat withthree young men in it, steering towards the rock. they were students, ona boating excursion, and wanted to get something to eat.'bring us a junket, good mother,' cried they to maie.'ah! if only i had such a thing!' sighed maie.'a can of fresh milk, then,' said the students; 'but it must not beskim.''yes, if only i had it!' sighed the old woman, still more deeply.'what! haven't you got a cow?' .",what did the three young men want from maie?,fresh milk.,4,5,4
466,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",what was the young man thinking about ?,his mother and how poor they were .,5,5,4
467,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",who was the fisherman that drowned at sea ?,his father .,4,5,5
468,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",what did the man want to buy from the young man ?,horse .,4,5,5
469,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",what did the young man want in return for selling his horse ?,"his gun, his dog, and his falcon .",3,5,5
470,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",what was the profession of the father of val?,fisherman.,4,4,5
471,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",where did the story of val take place?,erin.,4,4,5
472,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",what was the young man thinking about when he was thinking about his father?,his mother.,3,3,2
473,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",who was drowned at sea?,a fisherman.,3,5,5
474,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",what was the cart-horse by?,the bridle.,2,3,5
475,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",who was out walking one day in erin?,a young man.,4,4,5
476,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",how did the young man's mother feel after he sold the horse ?,very angry .,4,5,5
477,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",why was the young man's mother angry at her son ?,he sold her property .,5,5,5
478,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",where did the young man go after he left his home ?,a farm-house .,4,5,5
479,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",what did the young man do after his mother got angry at him ?,"rose softly, and left the house carrying the gun with him .",4,5,3
480,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",what did the farmer and his wife do after the young man knocked on their door ?,"begged him to come in, and share their breakfast .",4,5,5
481,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",what did val's mother give him to sell his property?,a stick.,1,1,1
482,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",what did val take with him when he went home?,horse.,4,5,1
483,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",what did val's mother do to show him to sell his property?,beathim with a stick.,2,2,2
484,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",where did ian go to get breakfast?,a farm-house.,4,3,5
485,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",what did the man give his son?,the falcon.,3,1,1
486,"i will give them,' answered the man, and he took the horse, and theyouth took the gun and the dog and the falcon, and went home with them.but when his mother heard what he had done she was very angry, and beathim with a stick which she had in her hand.'that will teach you to sell my property,' said she, when her arm wasquite tired, but ian her son answered her nothing, and went off to hisbed, for he was very sore.that night he rose softly, and left the house carrying the gun with him.'i will not stay here to be beaten,' thought he, and he walked andhe walked and he walked, till it was day again, and he was hungry andlooked about him to see if he could get anything to eat. not very faroff was a farm-house, so he went there, and knocked at the door, and thefarmer and his wife begged him to come in, and share their breakfast .",who took the gun and dog?,the man.,4,3,1
487,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",why was the farmer glad to see the young man carrying a gun ?,he needed help catching a deer .,5,5,5
488,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",why couldn't the young man shoot the deer ?,he saw a woman with black hair standing in his way .,5,5,5
489,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",what happened after the young man saw a woman with long black hair standing there ?,"his gun almost dropped from his hand in surprise, but as he looked, there was the deer eating the corn again .",4,5,5
490,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",what did the farmer put the gun in?,acorner.,2,2,3
491,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",what did the farmer say the deer ate every evening?,corn.,4,4,5
492,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",what was the hair of the woman that stood in front of the young man's gun?,longblack hair.,3,4,5
493,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",why couldn't the farmer catch his deer?,a deer comes every evening to eat my corn.,4,2,1
494,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",what did the farmer give to the youth?,a gun.,4,1,1
495,"ah, you have a gun,' said the farmer as the young man placed it in acorner. 'that is well, for a deer comes every evening to eat my corn,and i cannot catch it. it is fortune that has sent you to me.''i will gladly remain and shoot the deer for you,' replied the youth,and that night he hid himself and watched till the deer came to thecornfield; then he lifted his gun to his shoulder and was just goingto pull the trigger, when, behold! instead of a deer, a woman with longblack hair was standing there. at this sight his gun almost dropped fromhis hand in surprise, but as he looked, there was the deer eating thecorn again. and thrice this happened, till the deer ran away over themoor, and the young man after her .",what did the farmer see every evening?,a deer.,4,3,3
496,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",where did the young man chase the deer to ?,a cottage .,4,5,5
497,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",what did the deer do after it was chased to the cottage ?,"sprang on the roof, and lay down where none could see her .",4,5,5
498,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",what was the fisher's son's name ?,ian .,4,5,5
499,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",how did the robbers feel after they realized someone had been eating their dinner ?,angry .,4,5,5
500,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",who did ian see after he looked into the room ?,"four and twenty of them, all big, cross-looking men .",3,5,3
501,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",what was the cottage that wasthatched with?,heather.,2,4,4
502,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",what animal sprang on the roof and lay down where none could see her?,deer.,4,4,5
503,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",how many men did the fisher's son count?,four.,4,5,2
504,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",where did the deer and fisher's son stop?,a cottage.,3,5,5
505,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",where did ian hide himself?,a great cask.,3,5,3
506,"on they went, on and on and one, till they reached a cottage which wasthatched with heather. with a bound the deer sprang on the roof, and laydown where none could see her, but as she did so she called out, 'go in,fisher's son, and eat and drink while you may.' so he entered and foundfood and wine on the table, but no man, for the house belonged to somerobbers, who were still away at their wicked business.after ian, the fisher's son, had eaten all he wanted, he hid himselfbehind a great cask, and very soon he heard a noise, as of men comingthrough the heather, and the small twigs snapping under their feet.from his dark corner he could see into the room, and he counted four andtwenty of them, all big, cross-looking men.'some one has been eating our dinner,' cried they, 'and there was hardlyenough for ourselves.' .",what happened after the deer bound ian?,the deer sprang.,2,2,3
